Release,Journey ID,Phase,Tier,Priority,Manual test,Exact manual steps,Expected result,Automated test exists,Strict automation status,Automation layer,Automated test evidence,What automation proves,What remains manual,Regression confidence,Confidence rationale,Manual result,Tester,Run date,Evidence path or URL,Defect link,Release notes
0.0.40,NR-08,"14 Updates, migration, and recovery",Both,P0,Interrupted migration is recoverable and idempotent,"Terminate the app at controlled points during schema migration, then relaunch repeatedly against a backed-up disposable legacy profile.","The prior profile remains usable or is restored safely; retry completes once with no partial schema, duplicate records, or destructive loop.",No,OPEN,No complete automation,Representative migration tests exist but no process-interruption journey was found.,Normal migration paths are covered; crash durability is not.,Prove process-death recovery at the installed database/filesystem boundary.,LOW,The final signed/notarized production-artifact journey is not covered end to end.,NOT RUN,,,,,Release blocker for destructive migration failures.
0.0.40,NR-09,15 macOS privacy and lifecycle,Pro,P0,Active TCC revocation stops collection immediately,"While capture, meeting recording, and dictation are active, revoke Screen Recording, Microphone, and Accessibility one at a time, then regrant and retry.","Collection and paste stop immediately, errors are specific, no stale helper continues, and regrant recovers without prompt or relaunch loops beyond macOS requirements.",Yes,PARTIAL,Integration,src/main/__tests__/media-permission.test.ts; pro/main/__tests__/capture-disabled.integration.test.ts; pro/main/__tests__/capture-policy.integration.test.ts; pro/main/__tests__/dictation-paste-failure.ui.integration.dbtest.ts,Permission states and product recovery logic are covered with the platform boundary controlled.,Exercise live signed-app TCC revocation and real capture/audio/paste resources.,LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Privacy release blocker.
0.0.40,NR-10,15 macOS privacy and lifecycle,Pro,P0,"Lock, sleep, and wake do not capture or orphan resources","Lock and sleep the Mac during capture, meeting recording, and dictation; wait; wake and unlock; inspect data, helpers, indicators, and recovery.","Nothing is captured while locked, no helper or mic indicator is orphaned, partial data is reconciled, and wake resumes only when user settings allow.",No,OPEN,No complete automation,Capture policy and meeting lifecycle tests do not simulate real power/session events.,"Adjacent resource ownership is tested, but lock/sleep/wake behavior is not.",Run real macOS power and session events on the release device.,LOW,The final signed/notarized production-artifact journey is not covered end to end.,NOT RUN,,,,,Privacy and data-integrity release blocker.
0.0.40,NR-11,15 macOS privacy and lifecycle,Pro,P0,Multi-display capture preserves display privacy,"Use two displays with different scale/orientation, place sensitive content on the secondary display, then connect, disconnect, and rearrange displays while capture is active.","Only intended displays/surfaces are captured, exclusions apply everywhere, no stale or wrong-display frames leak, and capture recovers after topology changes.",No,OPEN,No display-topology automation,No ScreenCaptureKit multi-display topology journey was found.,None for this failure class.,"Exercise real displays, scaling, orientation, and hot-plug behavior.",LOW,The final signed/notarized production-artifact journey is not covered end to end.,NOT RUN,,,,,Privacy release blocker.
0.0.40,NR-12,16 Security and network boundaries,Both,P0,Gateway is loopback-only or explicitly authenticated,"With the app running, probe every gateway route from localhost and a second LAN device across Wi-Fi/Ethernet and firewall changes.","Non-loopback access is rejected, or intentional LAN access has explicit authentication, disclosure, and a tested threat model; docs match the bind behavior.",No,OPEN,Security gap,src/main/model-server.ts binds to 0.0.0.0; src/main/api-docs.ts describes 127.0.0.1; gateway tests exercise localhost only.,Current automation does not test LAN reachability or authorization.,"Resolve the bind policy, add adversarial automation, and probe from a second device.",LOW,The final signed/notarized production-artifact journey is not covered end to end.,NOT RUN,,,,,Known P0 security finding from the release audit.
0.0.40,NR-13,16 Security and network boundaries,Both,P0,OAuth callbacks enforce exact state and lifecycle,"Exercise correct, absent, wrong, and replayed state; cancel/error; timeout; two concurrent flows; callback-port collision; and quit/relaunch.","Only the exact pending state can receive tokens; every invalid, stale, replayed, or unrelated callback fails closed without persisting credentials.",No,OPEN,Security gap,src/main/mcp-oauth.ts falls back to the sole pending request when state is absent or wrong; no callback/state lifecycle tests were found.,"Existing tests cover shared OAuth client configuration, not CSRF state binding.","Fix and automate the callback state contract, then verify with a real browser/provider.",LOW,The final signed/notarized production-artifact journey is not covered end to end.,NOT RUN,,,,,Known P0 security finding from the release audit.
0.0.40,NR-14,16 Security and network boundaries,Both,P0,Local-only product journeys create no undeclared egress,"Run chat, OCR, image, audio, capture, entity, search, and vault journeys behind packet capture with downloads, updates, licensing, and connectors idle.",No DNS or network egress occurs except an action the tester explicitly initiates and the UI clearly identifies.,No,OPEN,No broad egress automation,Narrow offline and boundary tests exist; no packet-level product-wide egress test was found.,None for the complete advertised local-only guarantee.,Inspect DNS and network traffic for all local feature families on the release build.,LOW,The final signed/notarized production-artifact journey is not covered end to end.,NOT RUN,,,,,Privacy claim release blocker.
0.0.40,NR-15,16 Security and network boundaries,Both,P0,Diagnostics are useful and redact every private payload,"Inject synthetic bearer tokens, API keys, passwords, prompts, filenames, transcripts, connector data, and helper failures; inspect active and rotated logs plus Console output and file permissions.","Secrets and business payloads are absent, log files remain private and bounded, and each failure still has a readable operation, state, duration, and safe reason.",Yes,PARTIAL,Integration,src/main/__tests__/diagnostics-log.integration.test.ts; src/main/__tests__/model-server-diagnostics.integration.test.ts,"Automation covers one-line logging, credential redaction, private file mode, lifecycle events, and omission of request bodies.","Inspect real helper stderr, all Core/Pro business flows, Console, and rotated files in the installed app.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Use synthetic secrets only.
0.0.40,NR-16,"14 Updates, migration, and recovery",Pro,P0,Force quit during native collection reconciles partial work,"Force quit or simulate power loss during meeting recording, dictation, capture write, and transcription; relaunch and inspect data and processes.","Partial media is recovered or clearly marked, orphan helpers are adopted or stopped, no recording restarts silently, and finalized records are neither lost nor duplicated.",Yes,PARTIAL,Integration,pro/main/__tests__/meeting-persistence.dbtest.ts; pro/main/__tests__/meeting-lifecycle.integration.test.ts; native orphan-adoption tests,Persistence and ownership recovery are covered at controlled process/native boundaries.,Kill the actual installed process during physical audio/capture and inspect filesystem durability.,LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Use synthetic media.
0.0.40,NR-17,13 Release topology and trust,Both,P0,Windows publication decision and evidence are explicit,"Inspect the release workflow and final assets; if Windows ships, run signed install, lock/entitlement, native-helper, update, upgrade, and uninstall tests on supported Windows; otherwise prevent asset publication.",No untested Windows artifact is published and the release notes state the supported platform set accurately.,No,OPEN,Release decision,.github/workflows/release.yml contains a Windows build while the manual document makes Windows conditional.,No final Windows device evidence is recorded in this checklist.,"Make and enforce the release decision, then attach Windows evidence when applicable.",LOW,The final signed/notarized production-artifact journey is not covered end to end.,NOT RUN,,,,,Release blocker if a Windows asset will be published.
0.0.40,NR-18,"14 Updates, migration, and recovery",Both,P1,Stable and beta channel transitions select safe artifacts,"Switch stable to beta and beta to stable across versions, including any allowDowngrade path; check feed URL, offered version, restart, and schema compatibility.","The app selects only the chosen channel, never applies an unsafe downgrade, and preserves data and channel choice after restart.",Yes,PARTIAL,Integration,src/main/__tests__/updater.test.ts; src/main/__tests__/update-check.integration.dbtest.ts; src/main/updater.ts,Update state and channel persistence are automated; updater configuration permits downgrade.,Exercise published stable/beta feeds and real version ordering with signed artifacts.,LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Never use real personal data for downgrade testing.
0.0.40,NR-19,"14 Updates, migration, and recovery",Both,P1,Interrupted update download leaves a launchable app,"During an update download, cut network, fill a disposable volume, quit, and retry; inspect prompts, cache, current installation, and subsequent update.","The current app stays launchable, partial data is cleaned or safely resumed, retries do not loop or duplicate, and no install runs without approval.",Yes,PARTIAL,Integration,src/main/__tests__/updater.test.ts; src/main/__tests__/update-check.integration.dbtest.ts,"Offline, timeout, retry, staging, and approval state are covered at the updater boundary.","Exercise Electron updater cache, real network interruption, and disk pressure.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Use a disposable low-space target.
0.0.40,NR-20,"14 Updates, migration, and recovery",Both,P1,Uninstall and reinstall follow the documented data policy,"Remove only the app bundle and reinstall, then separately run Delete All before reinstall; inspect userData, Keychain, connector secrets, license state, and personal records.",Bundle-only uninstall retains data as documented; explicit Delete All prevents personal data or credentials from reappearing after reinstall.,Yes,PARTIAL,Database integration,Core and Pro delete-all and secret-deletion integration tests,"In-app deletion owners are tested, but Finder uninstall/reinstall and Keychain policy are not joined.","Perform actual bundle removal, reinstall, and Keychain/userData inspection.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Back up any non-disposable profile first.
0.0.40,NR-21,15 macOS privacy and lifecycle,Pro,P1,Global shortcut collisions and keyboard changes recover,"Create a shortcut collision with another app, switch keyboard layout/remapping, and change dictation mode while a key is held.","Unavailable registration is visible, a usable fallback remains, settings do not create duplicate events, and restart/rebind is clean.",Yes,PARTIAL,Integration,pro/main/__tests__/dictation-paste-failure.ui.integration.dbtest.ts; pro/main/dictation/hotkey/__tests__/push-to-talk-parse.test.ts; pro/main/__tests__/clipboard-popup-journey.dbtest.ts,"Shortcut ownership, parsing, rebind, and teardown are covered with the OS registration boundary controlled.","Use real globalShortcut, layouts/remappers, and a competing application.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Test both Option+Space and Cmd+Shift+C.
0.0.40,NR-22,15 macOS privacy and lifecycle,Pro,P1,Microphone route changes do not strand recording,"Start dictation and meeting recording, then unplug, replace, or switch the default mic, including Bluetooth/AirPods and no-input states.","The app preserves or clearly fails partial recording, releases the old route and mic indicator, selects the new route when possible, and can record again.",No,OPEN,No physical-device automation,Voice and meeting integrations control the native audio boundary.,"Product state is tested, not CoreAudio device churn.",Exercise physical and Bluetooth input changes on the release Mac.,LOW,The final signed/notarized production-artifact journey is not covered end to end.,NOT RUN,,,,,Record the tested hardware.
0.0.40,NR-23,15 macOS privacy and lifecycle,Pro,P1,Meeting audio sources and timing remain truthful,"Record system audio plus mic across mute, silence, headphones, and differing sample rates/channels; inspect waveform, duration, transcript timing, and attribution.","Audio is not duplicated or fed back, mute/silence is represented honestly, timing remains aligned, and the summary uses the complete intended recording.",Yes,PARTIAL,Integration,pro/main/__tests__/meeting-persistence.dbtest.ts; pro/main/__tests__/meeting-lifecycle.integration.test.ts,"Persistence, duration, transcription selection, and lifecycle are tested with native audio controlled.","Record through real system audio, mic routes, devices, and sample formats.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Use synthetic spoken content.
0.0.40,NR-24,16 Security and network boundaries,Both,P1,Connector credential revocation and deletion are complete,"Complete OAuth, inspect profile/database/logs for plaintext tokens, revoke remotely, delete the connector, restart, then reconnect.","Tokens remain encrypted and redacted, revocation becomes an actionable error, deletion removes every owned secret, and deleted credentials never return silently.",Yes,PARTIAL,Integration,src/main/__tests__/connector-delete-secrets.dbtest.ts; integration-tests/mcp-connector-setup.dbtest.ts; src/main/__tests__/diagnostics-log.integration.test.ts,Production encrypted persistence and owned-secret deletion are covered with the provider boundary controlled.,"Use a real OAuth provider, macOS protected storage, remote revocation, and reconnect.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Use a disposable provider account.
0.0.40,NR-25,16 Security and network boundaries,Both,P1,Network middleboxes fail without corrupting local state,"Exercise proxy, VPN, captive portal, DNS failure, and TLS interception for downloads, connectors, licensing, and updates while also using local features.","Local features remain usable, each network failure is specific, retries do not duplicate or leak state, and no insecure TLS fallback occurs.",Yes,PARTIAL,Integration,"Update offline/timeout tests, connector timeout tests, download integrity tests, and licensing boundary tests",Individual timeout/error owners are covered; OS network configurations are not.,Use real proxy/VPN/captive/DNS/TLS conditions and provider endpoints.,LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Never install an untrusted root on a primary machine.
0.0.40,NR-26,15 macOS privacy and lifecycle,Pro,P1,Native notification permission and stale targets recover,"Deny then grant Notifications, click meeting/approval/to-do notifications, click a stale target, and change notification settings while delivery is pending.","Delivery follows permission, clicks focus the app and open the exact live record, stale targets fail closed with a recoverable fallback, and no duplicate notification appears.",Yes,PARTIAL,Integration,pro/shared/__tests__/notification-target.test.ts; pro/renderer/screens/__tests__/ActionsTarget.integration.test.tsx; src/renderer/src/__tests__/App.navigation.integration.test.tsx,Typed targets and rendered routing are covered separately from macOS Notification Center.,"Exercise real notification permission, delivery, click/focus, and stale records.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Use synthetic notification content.
0.0.40,NR-27,17 Accessibility and desktop environment,Both,P1,VoiceOver can complete critical journeys,"Use VoiceOver for onboarding, model installation, chat, connector approval, Settings, destructive confirmations, and every Pro navigation surface.","Controls have useful names/roles, status changes announce, reading order is logical, dialogs trap and restore focus, and critical actions are possible without sight.",No,OPEN,No AX-tree journey,DOM role/focus tests exist but no VoiceOver or macOS accessibility-tree automation was found.,Keyboard focus styling does not prove screen-reader usability.,Perform a real VoiceOver pass on the installed app.,LOW,The final signed/notarized production-artifact journey is not covered end to end.,NOT RUN,,,,,Record blockers by surface.
0.0.40,NR-28,17 Accessibility and desktop environment,Both,P2,Native app-window lifecycle follows macOS conventions,"Exercise Cmd+W, Cmd+Q, Cmd+H, Dock reopen, app activation with no windows, About, Settings, and reopening after the last window closes.","Window and process lifecycle are consistent, data is committed, the app can be reopened, and no unintended background capture or model process remains.",Yes,PARTIAL,E2E + integration,e2e/chat-memory.spec.ts; runtime teardown integration tests,"Quit/relaunch and owned-resource teardown have automation, but native menu/window conventions do not.","Use macOS menu, Dock, keyboard, Activity Monitor, indicators, and ports.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Also run the P0 clean-shutdown row below.
0.0.40,NR-29,17 Accessibility and desktop environment,Both,P2,"macOS contrast, transparency, keyboard, and zoom settings remain usable","Enable Increase Contrast, Reduce Transparency, Full Keyboard Access, and supported text/page zoom across dense lists, dialogs, charts, and side panels.","Text, focus, controls, and hierarchy remain legible; no clipping, hidden actions, translucent blanks, or unreachable content appears.",Yes,PARTIAL,E2E,e2e/desktop-polish.spec.ts covers keyboard focus and reduced motion only.,Adjacent desktop accessibility behavior is automated; these OS settings are not.,Inspect pixels and keyboard access under each macOS setting.,MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Test light and dark appearance.
0.0.40,NR-30,"14 Updates, migration, and recovery",Both,P2,Diagnostics failure and rotation do not destabilize the app,Make the diagnostics directory unwritable and use a disposable full volume while producing enough synthetic events to rotate logs.,"The app continues safely, reports diagnostics failure without recursion, keeps bounded storage, and does not lose unrelated product data.",Yes,PARTIAL,Integration,src/main/__tests__/diagnostics-log.integration.test.ts,"Logger behavior, redaction, mode, and some write failure handling are automated.","Exercise actual filesystem permissions, rotation, and full-disk behavior.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Use disposable storage only.
0.0.40,NR-31,15 macOS privacy and lifecycle,Both,P2,TTS output-device changes recover,"Play speech, switch output device and volume, disconnect Bluetooth audio, press Stop, reconnect, and synthesize again.","Playback stops promptly, no old audio continues, device loss is visible, resources release, and the next synthesis plays through the active output.",Yes,PARTIAL,Integration + package gate,src/main/__tests__/audio-engines.integration.test.ts; src/main/__tests__/probe-packaged-tts.integration.test.ts; e2e/tts-speak.spec.ts,"Synthesis, TTS/STT round trip, rendered stop state, and package execution are covered separately.",Exercise real CoreAudio output routing and physical/Bluetooth devices.,MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Audible output is mandatory evidence.
0.0.40,NR-32,17 Accessibility and desktop environment,Both,P2,Window returns on-screen after display topology changes,"Place the app and transient windows on an external display, disconnect it, change clamshell state, relaunch, and reopen dialogs/popups.","Every window returns on-screen with sensible size, focus, stacking, and no invisible modal or lost popup.",No,OPEN,No window-placement automation,No AppKit display-topology/window-placement journey was found.,None for this OS boundary.,Use a real external display and clamshell transitions.,LOW,The final signed/notarized production-artifact journey is not covered end to end.,NOT RUN,,,,,Check dictation and clipboard popup windows too.
0.0.40,NR-33,18 P3 compatibility,Both,P3,Unicode and space-containing paths work,Install and run from paths containing spaces and use a disposable macOS account with a non-ASCII username; download/import models and create logs/artifacts.,"Models, helpers, logs, database, updates, exports, and native processes work without shell-escaping or path-encoding failures.",Yes,PARTIAL,Package gate,Packaged-helper tests cover an application path with spaces but not a Unicode home directory.,Space handling is partially covered.,Run under a real Unicode account/home path.,LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,First explicit P3 compatibility case.
0.0.40,NR-34,18 P3 compatibility,Both,P3,"Timezone, locale clock, and DST changes preserve chronology","Change timezone and 12/24-hour preference while running; use synthetic timestamps around a DST boundary; inspect meetings, capture, Day, retention, and filenames.","Absolute order and retention remain correct, labels update truthfully, and no event is duplicated, skipped, or assigned to the wrong day.",Yes,PARTIAL,Integration,Reflect/time-range and persistence tests cover narrower fixed-time cases.,"Time calculations have integration evidence, but live OS timezone/DST changes do not.",Exercise actual timezone and locale changes with the installed app.,LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Use synthetic data only.
0.0.40,NR-35,18 P3 compatibility,Both,P3,Live light/dark appearance changes keep every layer legible,"Switch macOS appearance while dialogs, menus, lightboxes, side panels, native prompts, and popup windows are open.","Theme, title bar, focus, icons, contrast, overlays, and native integration update without restart, blank content, or unreadable combinations.",Yes,PARTIAL,Unit/theme contract,src/renderer/src/__tests__/theme.test.ts,Theme selection logic is covered; live multi-window pixels are not.,Inspect every window and transient layer during real macOS appearance changes.,LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,P3 visual compatibility.
0.0.40,PR-01,"19 Pro entity, action, and service guardrails",Pro,P0,No Pro background service activates before entitlement,"Start the production app on a fresh unentitled profile and watch processes, global shortcuts, clipboard, notifications, capture, meetings, tray, media ports, and Pro database writes; then activate and restart.","Before entitlement no Pro service, shortcut, watcher, capture, or write activates; after entitlement each service starts once under its owning lifecycle.",Yes,PARTIAL,Integration,pro/main/__tests__/service-activation.integration.dbtest.ts; src/main/__tests__/release-packaging.integration.test.ts,Service activation and source separation are covered at application seams.,Observe the exact installed locked and entitled artifact against real OS services.,LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Privacy and open-core release blocker.
0.0.40,PR-02,"19 Pro entity, action, and service guardrails",Pro,P1,Manual to-do creation enriches context without pollution,"Jot a synthetic to-do naming a known entity, implied priority, and due date; wait for enrichment; quit and reopen.","The to-do appears immediately, enrichment terminates, preserves the original intent, adds justified entity/date/priority/source context, creates no duplicate entity, and survives relaunch.",Yes,PARTIAL,Database integration,pro/main/crm/__tests__/actions.integration.test.ts; pro/main/crm/__tests__/manual-todo.test.ts,Production action persistence and manual enrichment logic are exercised against real SQLite.,"Drive the rendered Jot flow through IPC, real local model, visible spinner/error states, and full relaunch.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Guards entity and contextual to-do quality.
0.0.40,PR-03,"19 Pro entity, action, and service guardrails",Pro,P1,Contextual to-do lifecycle preserves source and entity links,"Move a sourced to-do through Open, Waiting, Done, Dismissed, Undo, entity filtering, entity detail, and a stale/deleted source target; relaunch between transitions.","Status/counts persist, Undo restores correctly, entity and provenance stay attached, filters show the same record, and stale targets fail closed without opening another item.",Yes,PARTIAL,Integration + rendered integration,pro/main/__tests__/approval-relaunch.dbtest.ts; pro/main/crm/__tests__/actions-status.integration.test.ts; pro/renderer/screens/__tests__/ActionsTarget.integration.test.tsx,"Statuses, persistence, concurrency, and rendered target handling are covered in separate seams.","Join the real Actions UI, IPC/database, entity/provenance links, and Electron relaunch.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Broader than canonical journey #113.
0.0.40,PR-04,"19 Pro entity, action, and service guardrails",Pro,P1,Entity correction and extension preserve the guarded record,"Using synthetic multi-source evidence, rename/retype, add/remove alias and fact, set photo, hide/unhide, merge, split/reassign an observation, re-synthesize, then relaunch and open every linked source/action.","One canonical entity owns the right evidence and relationships, rollback/correction is possible, no self/noise duplicate is introduced, and every linked surface follows the surviving ID.",Yes,PARTIAL,Database integration,pro/main/crm/__tests__/resolve.integration.test.ts; pro/main/__tests__/entity-action-journeys.dbtest.ts; pro/main/__tests__/identity.test.ts,"Merge, reassignment, aliases, relationships, identity filters, and persistence are strongly covered at the real DB seam.",Exercise all rendered correction controls and cross-surface links through production IPC and relaunch.,MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Entity is a protected cross-product unit; this is a release-significant guardrail.
0.0.40,PR-05,"19 Pro entity, action, and service guardrails",Pro,P1,Text-only model does not break capture memory,"Select an active text-only model with no vision projector, enable Pro capture, show a unique phrase, and wait for OCR/search/entity processing.","Capture, OCR, text distillation, memory, and search continue; optional layout learning is skipped with readable diagnostics and no repeated vision error.",Yes,PARTIAL,Integration,src/main/__tests__/tools-vision.dbtest.ts; pro/main/__tests__/capture-exclusion.dbtest.ts; commits 35a212b and 3b67b2b,Real active-model/projector admission and Pro capture guards are covered with OS/model-engine boundaries controlled.,Run the installed capture/OCR/search journey with a real text-only model and display.,MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Do not classify this as only a chat attachment test.
0.0.40,PR-06,20 Pro secondary surfaces and controls,Pro,P1,Entity graph renders and stays linked to canonical entities,"Open Entity Graph with synthetic people/projects/companies and relationships; search, focus, zoom, reset, rebuild, select a node, and return to entity detail.","The graph remains responsive and legible, uses canonical entity IDs/relationships, rebuild does not duplicate data, and selected nodes open the exact entity.",No,OPEN,No complete rendered journey,pro/renderer/screens/EntityGraph.tsx; entity relationship DB tests cover adjacent data only.,No dedicated graph integration or E2E test was found.,Run all graph controls and cross-navigation on the installed app at realistic scale.,LOW,The final signed/notarized production-artifact journey is not covered end to end.,NOT RUN,,,,,Actual shipped Pro surface missing from the original CSV.
0.0.40,PR-07,20 Pro secondary surfaces and controls,Pro,P1,Memory list and Master Memory lifecycle work,"Open Memories, search, select, delete a disposable memory, refresh, open Master Memory, copy it, regenerate master-only, then regenerate all summaries; interrupt and retry once.","List/search/detail stay consistent, deletion is scoped, regeneration progress terminates, failures are recoverable, copied text is exact, and relaunch restores the completed result.",No,OPEN,No complete rendered journey,pro/renderer/screens/MemoryList.tsx; pro/renderer/screens/MasterMemory.tsx; memory DB tests cover adjacent stores.,No dedicated installed or rendered integration journey was found for these controls.,"Exercise production IPC, real local model, clipboard, persistence, and error states.",LOW,The final signed/notarized production-artifact journey is not covered end to end.,NOT RUN,,,,,Actual shipped Pro surface missing from the original CSV.
0.0.40,PR-08,20 Pro secondary surfaces and controls,Pro,P1,Pro identity and learned-preference settings affect downstream behavior,"Change name/email/aliases, toggle proactive delivery, remove one learned preference, clear all learned preferences, relaunch, then ingest synthetic self/external mentions and request a proposal.","Identity persists and filters self mentions everywhere, delivery follows the toggle, removals stay removed, proposals use current preferences only, and Core settings remain unaffected.",Yes,PARTIAL,Database integration,src/main/__tests__/settings-persistence.dbtest.ts; pro/main/__tests__/identity.test.ts; Pro settings and secretary preference integration tests,Persistence and identity/noise rules have seam coverage; rendered settings-to-downstream behavior is not joined.,Drive registered Pro Settings sections through production IPC and verify real downstream entity/action/notification behavior after relaunch.,MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Guards the shared identity/entity boundary.
0.0.40,PR-09,20 Pro secondary surfaces and controls,Pro,P2,Notification inbox management remains coherent,"Seed each notification type; filter, open, mark one/all read, delete one, clear all, switch routes, and relaunch.","Unread counts and filters are truthful, actions affect only intended rows, targets remain exact, empty state is clear, and persistence matches the visible inbox.",Yes,PARTIAL,Rendered integration,pro/renderer/screens/__tests__/ActionsTarget.integration.test.tsx; pro/shared/__tests__/notification-target.test.ts,Typed target routing is covered; full inbox CRUD and persistence are not joined.,Exercise production notification store/IPC and every visible inbox action through relaunch.,MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Actual shipped controls not explicit in the original CSV.
0.0.40,PR-10,20 Pro secondary surfaces and controls,Pro,P2,Voice library controls and settings agree with native behavior,"Exercise Hold/Toggle/Both, engine, language, max-items and retention settings; import, search, play, retranscribe, and delete recordings; relaunch.","Each setting owns the real controller behavior, library counts/search/playback are truthful, retranscription replaces correctly, deletion removes owned media only, and settings persist.",Yes,PARTIAL,Integration + rendered integration,pro/main/__tests__/voice-journeys.dbtest.ts; pro/renderer/screens/__tests__/VoiceScreen.integration.test.tsx,"Voice persistence, engine choice, import, retention, and rendered controls are exercised in separate seams.","Join all controls through production IPC, real helpers/audio, media server, and full relaunch.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Complements canonical voice journeys.
0.0.40,PR-11,20 Pro secondary surfaces and controls,Pro,P2,"Clipboard search, filters, tags, previews, and deletion stay consistent","Create text, rich text, image, and file clips; search, type-filter, tag/untag, keep one selected while new events arrive, preview each type, delete selected/non-selected rows, and relaunch.","Results and selection remain stable, previews match stored bytes, tags persist through dedup, deletion is scoped, and no stale preview or wrong restore target appears.",Yes,PARTIAL,Integration + rendered integration,pro/main/__tests__/clipboard-store.integration.test.ts; pro/renderer/screens/__tests__/ClipboardScreen.integration.test.tsx; e2e/pro.spec.ts,"Store, OS clipboard types, dedup, selection behavior, and key screen interactions are covered in separate seams.",Join real poller/store/IPC events with all rendered controls in the installed app.,MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Includes the selected-item regression.
0.0.40,PR-12,20 Pro secondary surfaces and controls,Pro,P2,Vault complete CRUD and file handling stay encrypted and scoped,"Search/filter and create, edit, reveal/hide, copy, reopen, export/download, and delete every advertised Vault type including a disposable file; lock and relaunch between actions.","UI fields match type, ciphertext remains unreadable at rest, copies/exports are exact, file preview is safe, deletion is scoped, and no secret leaks into logs or recent UI after lock.",Yes,PARTIAL,Integration + E2E,pro/main/vault/__tests__/vault-service.test.ts; pro/main/vault/__tests__/vault-recovery.test.ts; e2e/pro.spec.ts,Real KDBX crypto/filesystem CRUD and selected OS clipboard actions are covered.,"Exercise every rendered type/control, file picker/export, locked-state cleanup, and installed-app logs.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Use synthetic secrets only.
0.0.40,CR-01,21 Core secondary surfaces and controls,Both,P1,Local GGUF import admits only valid models,"Import a valid local GGUF, a truncated/corrupt file, a duplicate, and a path with spaces; activate the valid model and relaunch.","Only valid bytes are copied/registered, duplicates are resolved clearly, invalid files create no phantom model, and the active imported model answers after relaunch.",Yes,PARTIAL,Integration,src/main/models/__tests__/model-integrity.integration.test.ts; src/renderer/src/components/ModelsScreen.tsx,"Model admission, filesystem integrity, and persistence are tested; the real picker/rendered import journey is not joined.",Use the installed file picker and a real supported/unsupported GGUF set.,MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Actual Models control not explicit in the original CSV.
